sequence,transport_type,fsw_timestamp_sec,arrival_timestamp_sec,latency_ms
58,TLM,1771090332.036419,1771090333.0913582,1054.9392700195312
59,TLM,1771090333.037097,1771090334.0984983,1061.4013671875
60,TLM,1771090334.035796,1771090335.105408,1069.6120262145996
61,TLM,1771090335.036822,1771090336.1126363,1075.8142471313477
62,TLM,1771090336.035735,1771090337.120107,1084.3720436096191
63,TLM,1771090337.035757,1771090338.1277854,1092.0283794403076
64,TLM,1771090338.035729,1771090339.135527,1099.7979640960693
65,TLM,1771090339.036007,1771090340.1429985,1106.9915294647217
66,TLM,1771090340.035757,1771090341.1501238,1114.3667697906494
67,TLM,1771090341.035775,1771090342.05707,1021.2950706481934
68,TLM,1771090342.035841,1771090343.0640516,1028.2106399536133
69,TLM,1771090343.035763,1771090344.071017,1035.2540016174316
70,TLM,1771090344.035729,1771090345.0779788,1042.2499179840088
71,TLM,1771090345.035769,1771090346.0855172,1049.748182296753
72,TLM,1771090346.036516,1771090347.0933695,1056.8535327911377
73,TLM,1771090347.03624,1771090348.1018062,1065.566062927246
74,TLM,1771090348.035983,1771090349.1111367,1075.1535892486572
75,TLM,1771090349.035953,1771090350.1192763,1083.3232402801514
76,TLM,1771090350.036644,1771090351.127775,1091.1309719085693
77,TLM,1771090351.035793,1771090352.1361322,1100.3391742706299
78,TLM,1771090352.036443,1771090353.1440642,1107.621192932129
79,TLM,1771090353.036115,1771090354.1538262,1117.7113056182861
80,TLM,1771090354.036017,1771090355.062033,1026.0159969329834
81,TLM,1771090355.037247,1771090356.0703783,1033.1313610076904
82,TLM,1771090356.037259,1771090357.0798604,1042.6013469696045
83,TLM,1771090357.03589,1771090358.088703,1052.8128147125244
84,TLM,1771090358.036506,1771090359.0972574,1060.7514381408691
85,TLM,1771090359.036256,1771090360.1063418,1070.0857639312744
86,TLM,1771090360.035737,1771090361.1151264,1079.3893337249756
87,TLM,1771090361.03584,1771090362.124311,1088.4709358215332
88,TLM,1771090362.036401,1771090363.1327996,1096.3985919952393
89,TLM,1771090363.035812,1771090364.1414957,1105.6838035583496
90,TLM,1771090364.036089,1771090365.150091,1114.001989364624
91,TLM,1771090365.036132,1771090366.057054,1020.9219455718994
92,TLM,1771090366.035721,1771090367.0651848,1029.463768005371
93,TLM,1771090367.03626,1771090368.0742192,1037.959337234497
94,TLM,1771090368.035818,1771090369.08307,1047.2519397735596
95,TLM,1771090369.035657,1771090370.0921001,1056.443214416504
96,TLM,1771090370.036366,1771090371.1014926,1065.126657485962
97,TLM,1771090371.035917,1771090372.1099236,1074.0065574645996
98,TLM,1771090372.03578,1771090373.119481,1083.7011337280273
99,TLM,1771090373.036339,1771090374.1284685,1092.1294689178467
100,TLM,1771090374.036302,1771090375.1368349,1100.5327701568604
